MP_id,Formula,Phase,Decomposition Energy,Band Gap,Formation Energy per atom,Structure,A_Ion_rad,A_BP,A_MP,A_Density,A_At_wt,A_Elec_Aff,A_Ion_Energy,A_Heat_fusion,A_Heat_vap,A_Electronegativity,A_At_num,A_Period,B_Ion_rad,B_BP,B_MP,B_Density,B_At_wt,B_Elec_Aff,B_Ion_Energy,B_Heat_fusion,B_Heat_vap,B_Electronegativity,B_At_num,B_Period,X_Ion_rad,X_BP,X_MP,X_Density,X_At_wt,X_Elec_Aff,X_Ion_Energy,X_Heat_fusion,X_Heat_vap,X_Electronegativity,X_At_num,X_Period,A Site,B Site,X Site
mp-1110737,RbInBr3,Cubic,0.019124445,1.3264,-1.549396078,"Full Formula (Rb2 In2 Br6)
Reduced Formula: RbInBr3
abc   :   8.097740   8.097740   8.097740
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP            a         b         c    magmom
---  ----  ---------  --------  --------  --------
  0  Rb     0.75      0.75      0.75             0
  1  Rb     0.25      0.25      0.25             0
  2  In     0.5       0.5       0.5             -0
  3  In    -0         0         0                0
  4  Br     0.764046  0.235954  0.235954         0
  5  Br     0.235954  0.235954  0.764046         0
  6  Br     0.235954  0.764046  0.764046         0
  7  Br     0.235954  0.764046  0.235954         0
  8  Br     0.764046  0.235954  0.764046         0
  9  Br     0.764046  0.764046  0.235954         0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Rb,In,Br
mp-998194,RbInBr3,Monoclinic,0.09979201,0,-1.533262565,"Full Formula (Rb1 In1 Br3)
Reduced Formula: RbInBr3
abc   :   5.735617   5.735617   5.733714
angles:  89.925600  89.925600  90.072275
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.999138  0.999138  0.00142          0
  1  In    0.495608  0.495608  0.516907        -0
  2  Br    0.999421  0.495604  0.514597        -0
  3  Br    0.505799  0.505799  0.01549         -0
  4  Br    0.495604  0.999421  0.514597        -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Rb,In,Br
mp-998800,RbInBr3,Trigonal,0.0674682,0,-1.539727327,"Full Formula (Rb2 In2 Br6)
Reduced Formula: RbInBr3
abc   :   8.082919   8.082919   8.082919
angles:  60.078492  60.078492  60.078489
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.730474  0.730474  0.730474         0
  1  Rb    0.230474  0.230474  0.230473         0
  2  In    0.995799  0.995799  0.995799        -0
  3  In    0.495799  0.495799  0.495799        -0
  4  Br    0.750924  0.184545  0.309759        -0
  5  Br    0.184545  0.309759  0.750924        -0
  6  Br    0.309759  0.750924  0.184545        -0
  7  Br    0.809759  0.684545  0.250924        -0
  8  Br    0.250924  0.809759  0.684545        -0
  9  Br    0.684545  0.250924  0.809759        -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Rb,In,Br
mp-1114001,RbInCl3,Cubic,-0.928657612,1.6773,-1.769032328,"Full Formula (Rb2 In2 Cl6)
Reduced Formula: RbInCl3
abc   :   7.736445   7.736445   7.736445
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a          b          c    magmom
---  ----  --------  ---------  ---------  --------
  0  Rb    0.75       0.75       0.75             0
  1  Rb    0.25       0.25       0.25             0
  2  In    0.5        0.5        0.5              0
  3  In    0         -0         -0                0
  4  Cl    0.768668   0.231332   0.231332        -0
  5  Cl    0.231332   0.231332   0.768668        -0
  6  Cl    0.231332   0.768668   0.768668        -0
  7  Cl    0.231332   0.768668   0.231332        -0
  8  Cl    0.768668   0.231332   0.768668        -0
  9  Cl    0.768668   0.768668   0.231332        -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,In,Cl
mp-998195,RbInCl3,Monoclinic,-0.746290767,0,-1.732558959,"Full Formula (Rb1 In1 Cl3)
Reduced Formula: RbInCl3
abc   :   5.451542   5.452960   5.453123
angles:  90.293833  90.139186  90.030159
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.001692  0.002864  0.002684         0
  1  In    0.500596  0.514237  0.503496         0
  2  Cl    9.3e-05   0.515894  0.505163         0
  3  Cl    0.495762  0.014376  0.495917         0
  4  Cl    0.501857  0.51263   0.002738         0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,In,Cl
mp-998204,RbInCl3,Tetragonal,-0.746332927,0,-1.732567391,"Full Formula (Rb1 In1 Cl3)
Reduced Formula: RbInCl3
abc   :   5.452333   5.452333   5.452960
angles:  89.837983  89.837983  90.139190
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.998308  0.998308  0.002864         0
  1  In    0.49845   0.49845   0.514237        -0
  2  Cl    0.999907  0.49583   0.515894         0
  3  Cl    0.504657  0.504657  0.014376         0
  4  Cl    0.49583   0.999907  0.515894         0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,In,Cl
mp-998753,RbInCl3,Trigonal,-0.766304122,0,-1.73656163,"Full Formula (Rb2 In2 Cl6)
Reduced Formula: RbInCl3
abc   :   7.696962   7.696962   7.696961
angles:  60.014511  60.014511  60.014512
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.732393  0.732393  0.732393    -0
  1  Rb    0.232393  0.232393  0.232393    -0
  2  In    0.995433  0.995433  0.995433     0.001
  3  In    0.495433  0.495433  0.495433    -0.001
  4  Cl    0.750155  0.192754  0.300764    -0
  5  Cl    0.192754  0.300764  0.750155    -0
  6  Cl    0.300764  0.750155  0.192754    -0
  7  Cl    0.800764  0.692754  0.250155     0
  8  Cl    0.250155  0.800764  0.692754     0
  9  Cl    0.692754  0.250155  0.800764     0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,In,Cl
mp-1114161,RbInI3,Cubic,0.18976726,0,-1.129017778,"Full Formula (Rb2 In2 I6)
Reduced Formula: RbInI3
abc   :   8.780940   8.780940   8.780940
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.75      0.75      0.75        -0.001
  1  Rb    0.25      0.25      0.25        -0.001
  2  In    0.5       0.5       0.5          0
  3  In    0         0         0           -0
  4  I     0.759474  0.240526  0.240526    -0
  5  I     0.240526  0.240526  0.759474    -0
  6  I     0.240526  0.759474  0.759474    -0
  7  I     0.240526  0.759474  0.240526    -0
  8  I     0.759474  0.240526  0.759474    -0
  9  I     0.759474  0.759474  0.240526    -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,Rb,In,I
mp-27208,RbMgCl3,Hexagonal,-0.12982364,4.7503,-2.277186098,"Full Formula (Rb4 Mg4 Cl12)
Reduced Formula: RbMgCl3
abc   :   7.095399   7.095399  11.869498
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0         0         -0               0
  1  Rb    0         0          0.5             0
  2  Rb    0.333333  0.666667   0.75            0
  3  Rb    0.666667  0.333333   0.25            0
  4  Mg    0.333333  0.666667   0.11821        -0
  5  Mg    0.666667  0.333333   0.61821        -0
  6  Mg    0.666667  0.333333   0.88179        -0
  7  Mg    0.333333  0.666667   0.38179        -0
  8  Cl    0.5       0         -0               0
  9  Cl    0.5       0.5        0.5             0
 10  Cl    0         0.5        0.5             0
 11  Cl    0         0.5       -0               0
 12  Cl    0.5       0.5       -0               0
 13  Cl    0.5       0          0.5             0
 14  Cl    0.174066  0.348134   0.25            0
 15  Cl    0.825934  0.174066   0.75            0
 16  Cl    0.348134  0.174066   0.75            0
 17  Cl    0.651866  0.825934   0.25            0
 18  Cl    0.174066  0.825934   0.25            0
 19  Cl    0.825934  0.651866   0.75            0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.72,1380,922,1.74,24.305,-230,737.7,8.95,127.6,1.31,12,3,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,Mg,Cl
mp-8402,RbMgF3,Cubic,-0.320380647,6.9384,-3.509265432,"Full Formula (Rb1 Mg1 F3)
Reduced Formula: RbMgF3
abc   :   4.056934   4.056934   4.056934
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Rb    0    0    0           0
  1  Mg    0.5  0.5  0.5        -0
  2  F     0    0.5  0.5         0
  3  F     0.5  0    0.5         0
  4  F     0.5  0.5  0           0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.72,1380,922,1.74,24.305,-230,737.7,8.95,127.6,1.31,12,3,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Rb,Mg,F
mp-541813,RbMgF3,Hexagonal,-0.291427515,6.6647,-3.503474806,"Full Formula (Rb6 Mg6 F18)
Reduced Formula: RbMgF3
abc   :   5.822173   5.822174  14.183282
angles:  89.999993  90.000008 119.998110
pbc   :       True       True       True
Sites (30)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Rb     1e-06     -1e-06     0.25             0
  1  Rb    -1e-06      1e-06     0.75            -0
  2  Rb     0.333333   0.666667  0.097893         0
  3  Rb     0.666667   0.333333  0.597947        -0
  4  Rb     0.666667   0.333333  0.902053         0
  5  Rb     0.333333   0.666667  0.402107        -0
  6  Mg     0         -0         0.999896        -0
  7  Mg     1e-06     -0         0.500104        -0
  8  Mg     0.333334   0.666666  0.847136         0
  9  Mg     0.666666   0.333334  0.347178         0
 10  Mg     0.666666   0.333334  0.152822         0
 11  Mg     0.333335   0.666666  0.652864         0
 12  F      0.520063   0.04013   0.25            -0
 13  F      0.479947   0.520053  0.75             0
 14  F      0.040118   0.520057  0.75            -0
 15  F      0.959871   0.479937  0.25            -0
 16  F      0.520059   0.479941  0.25            -0
 17  F      0.479943   0.959881  0.75            -0
 18  F      0.83394    0.667879  0.079741         0
 19  F      0.166073   0.833927  0.57985         -0
 20  F      0.66785    0.833925  0.57985          0
 21  F      0.332121   0.16606   0.079741        -0
 22  F      0.833942   0.166058  0.079741        -0
 23  F      0.166075   0.33215   0.92015          0
 24  F      0.166073   0.833927  0.92015          0
 25  F      0.166075   0.33215   0.57985          0
 26  F      0.667849   0.833925  0.92015          0
 27  F      0.332121   0.16606   0.420259         0
 28  F      0.83394    0.667879  0.420259         0
 29  F      0.833942   0.166059  0.420259        -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.72,1380,922,1.74,24.305,-230,737.7,8.95,127.6,1.31,12,3,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Rb,Mg,F
mp-568231,RbMnBr3,Hexagonal,0.313016053,1.2465,-1.583464108,"Full Formula (Rb6 Mn6 Br18)
Reduced Formula: RbMnBr3
abc   :  12.995053  12.995173   6.533351
angles:  90.000638  89.998929 119.994944
pbc   :       True       True       True
Sites (30)
  #  SP            a          b          c    magmom
---  ----  ---------  ---------  ---------  --------
  0  Rb     0.666289   0.66629    0.309723     0.002
  1  Rb    -4e-06      0.666285   0.809718     0.002
  2  Rb     0.666284  -2e-06      0.809718     0.002
  3  Rb     0.333708   0.333709   0.809724     0.002
  4  Rb     1e-06      0.333713   0.309717     0.002
  5  Rb     0.333713   2e-06      0.309719     0.002
  6  Mn     0.666667   0.333334   0.60898      4.502
  7  Mn     0.333338   0.666667   0.608985     4.502
  8  Mn     0.666661   0.333329   0.108986     4.502
  9  Mn     0.333331   0.66666    0.108988     4.502
 10  Mn     1.1e-05    1.3e-05   -0.001944     4.501
 11  Mn    -1.1e-05   -8e-06      0.49806      4.501
 12  Br     0.829669   0.331125   0.860533     0.061
 13  Br     0.836174   0.836197   0.742942     0.061
 14  Br     0.498529   0.829661   0.360521     0.061
 15  Br     0.170338   0.501472   0.86052      0.061
 16  Br     1.7e-05    0.83618    0.242924     0.061
 17  Br     0.501466   0.170336   0.860522     0.061
 18  Br     0.83618    2.3e-05    0.242929     0.061
 19  Br     0.498534   0.668831   0.860568     0.061
 20  Br     0.331129   0.829668   0.860532     0.061
 21  Br     0.170331   0.66887    0.360535     0.061
 22  Br    -1.3e-05    0.163828   0.742928     0.061
 23  Br     0.668865   0.498534   0.860529     0.061
 24  Br     0.331167   0.501466   0.360565     0.061
 25  Br     0.829662   0.498528   0.360512     0.061
 26  Br     0.668868   0.17033    0.360535     0.061
 27  Br     0.163817   0.163816   0.242943     0.061
 28  Br     0.163819  -2.1e-05    0.742933     0.061
 29  Br     0.501464   0.331165   0.36056      0.061",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.67,2235,1518,7.44,54.938,0,717.4,14.64,219.74,1.55,25,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Rb,Mn,Br
mp-569309,RbMnCl3,Hexagonal,0.120598502,1.3133,-1.823712653,"Full Formula (Rb6 Mn6 Cl18)
Reduced Formula: RbMnCl3
abc   :   7.155896   7.155896  17.799506
angles:  90.000003  90.000005 119.997906
pbc   :       True       True       True
Sites (30)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Rb     0         -0         0.250001    -0
  1  Rb     0.333333   0.666667  0.415483     0.001
  2  Rb     0.666667   0.333333  0.584517     0.001
  3  Rb    -1e-06      0         0.749999    -0
  4  Rb     0.666667   0.333333  0.915483     0.001
  5  Rb     0.333333   0.666666  0.084517     0.001
  6  Mn     0.333333   0.666669  0.661153     4.531
  7  Mn     0.666668   0.333334  0.161153     4.531
  8  Mn     0.333335   0.666667  0.838847     4.531
  9  Mn     0         -0         0            4.557
 10  Mn     0.666665   0.333332  0.338847     4.531
 11  Mn     0          0         0.5          4.557
 12  Cl     0.165955   0.834045  0.918069     0.051
 13  Cl     0.165955   0.331909  0.581931     0.051
 14  Cl     0.834045   0.165954  0.081931     0.051
 15  Cl     0.012629   0.506317  0.749998     0.064
 16  Cl     0.668091   0.834046  0.581931     0.051
 17  Cl     0.506311   0.493688  0.250002     0.064
 18  Cl     0.834046   0.668091  0.418069     0.051
 19  Cl     0.331908   0.16595   0.081931     0.051
 20  Cl     0.331909   0.165954  0.418069     0.051
 21  Cl     0.987372   0.493682  0.250002     0.064
 22  Cl     0.493683   0.987372  0.749997     0.064
 23  Cl     0.83405    0.668092  0.081931     0.051
 24  Cl     0.834046   0.165954  0.418069     0.051
 25  Cl     0.668093   0.83405   0.918069     0.051
 26  Cl     0.493688   0.506312  0.749998     0.064
 27  Cl     0.16595    0.331907  0.918069     0.051
 28  Cl     0.165954   0.834046  0.58193      0.051
 29  Cl     0.506317   0.012628  0.250002     0.064",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.67,2235,1518,7.44,54.938,0,717.4,14.64,219.74,1.55,25,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,Mn,Cl
mp-558749,RbMnF3,Cubic,-0.42046517,2.9437,-3.014906923,"Full Formula (Rb1 Mn1 F3)
Reduced Formula: RbMnF3
abc   :   4.232472   4.232472   4.232472
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a     b    c    magmom
---  ----  ---  ----  ---  --------
  0  Rb    0     0    0      -0.001
  1  Mn    0.5   0.5  0.5     4.628
  2  F     0.5  -0    0.5     0.058
  3  F     0.5   0.5  0       0.058
  4  F     0     0.5  0.5     0.058",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.67,2235,1518,7.44,54.938,0,717.4,14.64,219.74,1.55,25,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Rb,Mn,F
mp-27409,RbNiBr3,Hexagonal,-0.11414988,0.4723,-1.316278474,"Full Formula (Rb2 Ni2 Br6)
Reduced Formula: RbNiBr3
abc   :   7.356206   7.356207   6.232102
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (10)
  #  SP            a          b      c    magmom
---  ----  ---------  ---------  -----  --------
  0  Rb     0.666667   0.333333   0.25     0.002
  1  Rb     0.333333   0.666667   0.75     0.002
  2  Ni    -0         -0          0.5      1.533
  3  Ni    -0         -0         -0        1.533
  4  Br     0.681792   0.840896   0.25     0.115
  5  Br     0.840896   0.159104   0.75     0.115
  6  Br     0.159104   0.840896   0.25     0.115
  7  Br     0.318208   0.159104   0.75     0.115
  8  Br     0.840896   0.681792   0.75     0.115
  9  Br     0.159104   0.318208   0.25     0.115",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.69,3005,1726,8.9,58.6934,111,736.7,17.2,377.5,1.91,28,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Rb,Ni,Br
mp-23486,RbNiCl3,Hexagonal,-0.317272115,0.7089,-1.551503014,"Full Formula (Rb2 Ni2 Cl6)
Reduced Formula: RbNiCl3
abc   :   6.972748   6.972747   5.889518
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (10)
  #  SP            a          b      c    magmom
---  ----  ---------  ---------  -----  --------
  0  Rb     0.666667   0.333333   0.25     0.002
  1  Rb     0.333333   0.666667   0.75     0.002
  2  Ni    -0         -0          0.5      1.585
  3  Ni    -0         -0         -0        1.585
  4  Cl     0.842736   0.685471   0.75     0.109
  5  Cl     0.157264   0.842736   0.25     0.109
  6  Cl     0.685471   0.842736   0.25     0.109
  7  Cl     0.314529   0.157264   0.75     0.109
  8  Cl     0.157264   0.314529   0.25     0.109
  9  Cl     0.842736   0.157264   0.75     0.109",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.69,3005,1726,8.9,58.6934,111,736.7,17.2,377.5,1.91,28,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,Ni,Cl
mp-556488,RbNiF3,Hexagonal,-0.64016336,4.6929,-2.617191799,"Full Formula (Rb6 Ni6 F18)
Reduced Formula: RbNiF3
abc   :   5.832152   5.832154  14.273425
angles:  89.999997  89.999994 119.999054
pbc   :       True       True       True
Sites (30)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Rb     0.333333   0.666666  0.407367     0.001
  1  Rb     0.666667   0.333333  0.907367     0.001
  2  Rb     0.666667   0.333333  0.592634     0.001
  3  Rb     0.333333   0.666666  0.092633     0.001
  4  Rb    -0         -0         0.75        -0.001
  5  Rb     0         -0         0.25        -0.001
  6  Ni     0.333333   0.666666  0.655585     1.763
  7  Ni     0.666667   0.333334  0.155585     1.763
  8  Ni     0.666667   0.333334  0.344415     1.763
  9  Ni     0.333333   0.666666  0.844415     1.763
 10  Ni     0         -0         0.5          1.796
 11  Ni     0          0         0            1.796
 12  F      0.834584   0.165417  0.419933     0.059
 13  F      0.834583   0.669167  0.419933     0.059
 14  F      0.330834   0.165416  0.419933     0.059
 15  F      0.669167   0.834583  0.919933     0.059
 16  F      0.165416   0.330832  0.580068     0.059
 17  F      0.165417   0.834584  0.919933     0.059
 18  F      0.165417   0.330833  0.919933     0.059
 19  F      0.834584   0.165417  0.080067     0.059
 20  F      0.330834   0.165416  0.080067     0.059
 21  F      0.669167   0.834583  0.580068     0.059
 22  F      0.165416   0.834584  0.580068     0.059
 23  F      0.834583   0.669167  0.080067     0.059
 24  F      0.517395   0.034788  0.25         0.084
 25  F      0.482606   0.517392  0.75         0.084
 26  F      0.034787   0.517394  0.75         0.084
 27  F      0.965213   0.482607  0.25         0.084
 28  F      0.517393   0.482607  0.25         0.084
 29  F      0.482607   0.965212  0.75         0.084",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.69,3005,1726,8.9,58.6934,111,736.7,17.2,377.5,1.91,28,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Rb,Ni,F
mp-998176,RbPbBr3,Monoclinic,0.072186887,1.7508,-1.623374365,"Full Formula (Rb1 Pb1 Br3)
Reduced Formula: RbPbBr3
abc   :   5.985084   5.985084   5.980424
angles:  89.942607  89.942607  90.067719
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.002956  0.002956  0.999805         0
  1  Pb    0.505275  0.505275  0.483568         0
  2  Br    0.504066  0.002769  0.485275         0
  3  Br    0.491389  0.491389  0.984151         0
  4  Br    0.002769  0.504066  0.485275         0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Rb,Pb,Br
mp-998603,RbPbBr3,Orthorhombic,-0.124779938,2.8211,-1.662767731,"Full Formula (Rb2 Pb2 Br6)
Reduced Formula: RbPbBr3
abc   :   4.458387   7.676618  11.228362
angles:  90.000000  90.000000 106.845838
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.249501  0.500447  0.009638         0
  1  Rb    0.750499  0.499552  0.509638         0
  2  Pb    0.00119   0.000299  0.75954          0
  3  Pb    0.998808  0.999701  0.259539         0
  4  Br    0.363696  0.72588   0.705999        -0
  5  Br    0.636301  0.274119  0.205999        -0
  6  Br    0.362281  0.725189  0.313           -0
  7  Br    0.637722  0.274811  0.813           -0
  8  Br    0.925169  0.854001  0.009525        -0
  9  Br    0.074832  0.146     0.509524        -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Rb,Pb,Br
mp-1209191,RbPbCl3,Cubic,-0.726087642,2.1963,-1.828409371,"Full Formula (Rb1 Pb1 Cl3)
Reduced Formula: RbPbCl3
abc   :   5.723076   5.723076   5.723076
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Rb    0.5  0.5  0.5         0
  1  Pb    0    0    0          -0
  2  Cl    0.5  0    0           0
  3  Cl    0    0.5  0           0
  4  Cl    0    0    0.5         0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,Pb,Cl
mp-998605,RbPbCl3,Monoclinic,-0.727188812,2.1948,-1.828629605,"Full Formula (Rb1 Pb1 Cl3)
Reduced Formula: RbPbCl3
abc   :   5.717155   5.717155   5.713946
angles:  89.908387  89.908387  90.073500
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.005214  0.005214  0.998873         0
  1  Pb    0.504107  0.504107  0.485733        -0
  2  Cl    0.505607  0.003801  0.483469        -0
  3  Cl    0.492093  0.492093  0.984842        -0
  4  Cl    0.003801  0.505607  0.483469        -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,Pb,Cl
mp-998604,RbPbCl3,Orthorhombic,-0.917851742,3.263,-1.866762191,"Full Formula (Rb2 Pb2 Cl6)
Reduced Formula: RbPbCl3
abc   :   4.276083   7.340584  10.693940
angles:  90.000753  89.996257 106.810227
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.252358  0.503835  0.00981         -0
  1  Rb    0.74756   0.496154  0.509787         0
  2  Pb    0.999406  8.1e-05   0.759248        -0
  3  Pb    0.000786  3e-06     0.259244        -0
  4  Cl    0.363711  0.728244  0.704586         0
  5  Cl    0.636178  0.271717  0.204554         0
  6  Cl    0.364659  0.728444  0.314692        -0
  7  Cl    0.635361  0.271576  0.814704        -0
  8  Cl    0.927699  0.854535  0.009375         0
  9  Cl    0.072283  0.145411  0.5094          -0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Rb,Pb,Cl
mp-21043,RbPbF3,Cubic,-0.3457399,3.0445,-2.746318915,"Full Formula (Rb1 Pb1 F3)
Reduced Formula: RbPbF3
abc   :   4.861716   4.861716   4.861716
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Rb    0    0    0          -0
  1  Pb    0.5  0.5  0.5        -0
  2  F     0    0.5  0.5        -0
  3  F     0.5  0    0.5        -0
  4  F     0.5  0.5  0           0",1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Rb,Pb,F
